zone_x,state_x,lga_x,sector_x,ea_x,hhid,item_cd,item_desc,s5q1,tracked_obs_x,zone_y,state_y,lga_y,sector_y,ea_y,item_seq,s5q2,s5q3,s5q4,tracked_obs_y,_merge,obs_count,mismatch
4,1,104,2,1364,10014,306,Mat,3.0,0,4.0,1.0,104.0,2.0,1364.0,1.0,1.0,30.0,200.0,0.0,both,1,1
4,1,111,1,1146,10031,321,Fan,1.0,0,4.0,1.0,111.0,1.0,1146.0,1.0,0.0,0.0,0.0,0.0,both,3,1
4,1,111,1,1146,10031,321,Fan,1.0,0,4.0,1.0,111.0,1.0,1146.0,2.0,0.0,0.0,0.0,0.0,both,3,1
4,1,111,1,1146,10031,321,Fan,1.0,0,4.0,1.0,111.0,1.0,1146.0,3.0,1.0,10.0,3500.0,0.0,both,3,1
4,1,111,1,1146,10031,331,Musical Instrument,2.0,0,,,,,,,,,,,left_only,1,1
4,1,111,1,1146,10036,304,Mattress,6.0,0,4.0,1.0,111.0,1.0,1146.0,1.0,6.0,20.0,4000.0,0.0,both,8,1
4,1,111,1,1146,10036,304,Mattress,6.0,0,4.0,1.0,111.0,1.0,1146.0,2.0,5.0,20.0,5000.0,0.0,both,8,1
4,1,111,1,1146,10036,304,Mattress,6.0,0,4.0,1.0,111.0,1.0,1146.0,3.0,7.0,20.0,4000.0,0.0,both,8,1
4,1,111,1,1146,10036,304,Mattress,6.0,0,4.0,1.0,111.0,1.0,1146.0,4.0,2.0,8.0,7000.0,0.0,both,8,1
4,1,111,1,1146,10036,304,Mattress,6.0,0,4.0,1.0,111.0,1.0,1146.0,5.0,1.0,10.0,8000.0,0.0,both,8,1
4,1,111,1,1146,10036,304,Mattress,6.0,0,4.0,1.0,111.0,1.0,1146.0,6.0,1.0,20.0,10000.0,0.0,both,8,1
4,1,111,1,1146,10036,304,Mattress,6.0,0,4.0,1.0,111.0,1.0,1146.0,7.0,5.0,2.0,10000.0,0.0,both,8,1
4,1,111,1,1146,10036,304,Mattress,6.0,0,4.0,1.0,111.0,1.0,1146.0,8.0,1.0,10.0,8000.0,0.0,both,8,1
4,1,102,1,536,10042,321,Fan,1.0,0,4.0,1.0,102.0,1.0,536.0,1.0,1.0,3.0,1500.0,0.0,both,2,1
4,1,102,1,536,10042,321,Fan,1.0,0,4.0,1.0,102.0,1.0,536.0,2.0,1.0,3.0,300.0,0.0,both,2,1
4,1,102,1,1690,10052,302,Furniture (chairs),2.0,0,4.0,1.0,102.0,1.0,1690.0,1.0,1.0,2.0,1000.0,0.0,both,1,1
4,1,102,1,1690,10054,332,Mobile Phone,2.0,0,4.0,1.0,102.0,1.0,1690.0,1.0,1.0,4.0,3000.0,0.0,both,1,1
4,1,102,1,1690,10055,332,Mobile Phone,2.0,0,4.0,1.0,102.0,1.0,1690.0,1.0,0.0,0.0,0.0,0.0,both,3,1
4,1,102,1,1690,10055,332,Mobile Phone,2.0,0,4.0,1.0,102.0,1.0,1690.0,2.0,2.0,2.0,2500.0,0.0,both,3,1
4,1,102,1,1690,10055,332,Mobile Phone,2.0,0,4.0,1.0,102.0,1.0,1690.0,3.0,1.0,2.0,6000.0,0.0,both,3,1
4,1,102,1,1690,10057,302,Furniture (chairs),4.0,0,4.0,1.0,102.0,1.0,1690.0,1.0,1.0,10.0,2500.0,0.0,both,1,1
4,1,102,1,1690,10057,321,Fan,2.0,0,4.0,1.0,102.0,1.0,1690.0,1.0,1.0,5.0,3000.0,0.0,both,1,1
4,1,107,2,1044,10064,302,Furniture (chairs),3.0,0,4.0,1.0,107.0,2.0,1044.0,1.0,1.0,0.0,400.0,0.0,both,1,1
4,1,107,2,1044,10064,304,Mattress,2.0,0,4.0,1.0,107.0,2.0,1044.0,1.0,1.0,10.0,2500.0,0.0,both,3,1
4,1,107,2,1044,10064,304,Mattress,2.0,0,4.0,1.0,107.0,2.0,1044.0,2.0,1.0,15.0,3000.0,0.0,both,3,1
4,1,107,2,1044,10064,304,Mattress,2.0,0,4.0,1.0,107.0,2.0,1044.0,3.0,1.0,15.0,3000.0,0.0,both,3,1
4,1,107,2,1044,10065,302,Furniture (chairs),4.0,0,4.0,1.0,107.0,2.0,1044.0,1.0,1.0,2.0,4000.0,0.0,both,1,1
4,1,117,2,560,10075,302,Furniture (chairs),7.0,0,4.0,1.0,117.0,2.0,560.0,1.0,2.0,30.0,300.0,0.0,both,8,1
4,1,117,2,560,10075,302,Furniture (chairs),7.0,0,4.0,1.0,117.0,2.0,560.0,2.0,2.0,30.0,400.0,0.0,both,8,1
4,1,117,2,560,10075,302,Furniture (chairs),7.0,0,4.0,1.0,117.0,2.0,560.0,3.0,2.0,30.0,300.0,0.0,both,8,1
4,1,117,2,560,10075,302,Furniture (chairs),7.0,0,4.0,1.0,117.0,2.0,560.0,4.0,2.0,20.0,300.0,0.0,both,8,1
4,1,117,2,560,10075,302,Furniture (chairs),7.0,0,4.0,1.0,117.0,2.0,560.0,5.0,2.0,25.0,400.0,0.0,both,8,1
4,1,117,2,560,10075,302,Furniture (chairs),7.0,0,4.0,1.0,117.0,2.0,560.0,6.0,2.0,30.0,300.0,0.0,both,8,1
4,1,117,2,560,10075,302,Furniture (chairs),7.0,0,4.0,1.0,117.0,2.0,560.0,7.0,2.0,30.0,300.0,0.0,both,8,1
4,1,117,2,560,10075,302,Furniture (chairs),7.0,0,4.0,1.0,117.0,2.0,560.0,8.0,2.0,30.0,300.0,0.0,both,8,1
4,1,117,2,560,10075,303,Furniture (table),3.0,0,4.0,1.0,117.0,2.0,560.0,1.0,2.0,15.0,300.0,0.0,both,2,1
4,1,117,2,560,10075,303,Furniture (table),3.0,0,4.0,1.0,117.0,2.0,560.0,2.0,2.0,15.0,350.0,0.0,both,2,1
4,1,117,2,560,10075,332,Mobile Phone,1.0,0,4.0,1.0,117.0,2.0,560.0,1.0,3.0,3.0,2000.0,0.0,both,2,1
4,1,117,2,560,10075,332,Mobile Phone,1.0,0,4.0,1.0,117.0,2.0,560.0,2.0,1.0,1.0,2000.0,0.0,both,2,1
4,1,117,2,560,10080,304,Mattress,2.0,0,4.0,1.0,117.0,2.0,560.0,1.0,3.0,8.0,1000.0,0.0,both,1,1
4,1,105,2,638,10096,301,Furniture (3/4 piece sofa set),2.0,0,4.0,1.0,105.0,2.0,638.0,1.0,1.0,30.0,15000.0,0.0,both,1,1
4,1,105,2,638,10096,302,Furniture (chairs),1.0,0,4.0,1.0,105.0,2.0,638.0,1.0,1.0,30.0,500.0,0.0,both,2,1
4,1,105,2,638,10096,302,Furniture (chairs),1.0,0,4.0,1.0,105.0,2.0,638.0,2.0,1.0,45.0,1000.0,0.0,both,2,1
4,1,105,2,638,10096,332,Mobile Phone,1.0,0,4.0,1.0,105.0,2.0,638.0,1.0,1.0,4.0,4000.0,0.0,both,2,1
4,1,105,2,638,10096,332,Mobile Phone,1.0,0,4.0,1.0,105.0,2.0,638.0,2.0,9.0,2.0,2500.0,0.0,both,2,1
4,1,105,2,638,10097,302,Furniture (chairs),4.0,0,4.0,1.0,105.0,2.0,638.0,1.0,1.0,20.0,200.0,0.0,both,1,1
4,1,105,2,638,10097,303,Furniture (table),2.0,0,4.0,1.0,105.0,2.0,638.0,1.0,1.0,14.0,200.0,0.0,both,1,1
4,1,108,2,904,10107,322,Radio,2.0,0,4.0,1.0,108.0,2.0,904.0,1.0,4.0,0.0,5000.0,0.0,both,3,1
4,1,108,2,904,10107,322,Radio,2.0,0,4.0,1.0,108.0,2.0,904.0,2.0,1.0,3.0,1200.0,0.0,both,3,1
4,1,108,2,904,10107,322,Radio,2.0,0,4.0,1.0,108.0,2.0,904.0,3.0,1.0,2.0,400.0,0.0,both,3,1
4,1,108,2,904,10107,332,Mobile Phone,6.0,0,4.0,1.0,108.0,2.0,904.0,1.0,2.0,3.0,3000.0,0.0,both,5,1
4,1,108,2,904,10107,332,Mobile Phone,6.0,0,4.0,1.0,108.0,2.0,904.0,2.0,2.0,2.0,3500.0,0.0,both,5,1
4,1,108,2,904,10107,332,Mobile Phone,6.0,0,4.0,1.0,108.0,2.0,904.0,3.0,6.0,2.0,3000.0,0.0,both,5,1
4,1,108,2,904,10107,332,Mobile Phone,6.0,0,4.0,1.0,108.0,2.0,904.0,4.0,4.0,2.0,4000.0,0.0,both,5,1
4,1,108,2,904,10107,332,Mobile Phone,6.0,0,4.0,1.0,108.0,2.0,904.0,5.0,1.0,2.0,3500.0,0.0,both,5,1
2,2,209,2,1040,20001,304,Mattress,3.0,0,,,,,,,,,,,left_only,1,1
2,2,209,2,1040,20003,306,Mat,2.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,1.0,5.0,200.0,0.0,both,1,1
2,2,209,2,1040,20003,334,Others (Specify),2.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,2.0,7.0,150.0,0.0,both,1,1
2,2,209,2,1040,20005,304,Mattress,8.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,1.0,8.0,30000.0,0.0,both,2,1
2,2,209,2,1040,20005,304,Mattress,8.0,0,2.0,2.0,209.0,2.0,1040.0,2.0,4.0,5.0,10000.0,0.0,both,2,1
2,2,209,2,1040,20005,305,Bed,8.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,4.0,8.0,15000.0,0.0,both,2,1
2,2,209,2,1040,20005,305,Bed,8.0,0,2.0,2.0,209.0,2.0,1040.0,2.0,1.0,6.0,20000.0,0.0,both,2,1
2,2,209,2,1040,20005,306,Mat,6.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,2.0,4.0,500.0,0.0,both,2,1
2,2,209,2,1040,20005,306,Mat,6.0,0,2.0,2.0,209.0,2.0,1040.0,2.0,5.0,5.0,250.0,0.0,both,2,1
2,2,209,2,1040,20005,318,Motorbike,2.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,1.0,10.0,10000.0,0.0,both,1,1
2,2,209,2,1040,20006,304,Mattress,3.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,98.0,8.0,300.0,0.0,both,1,1
2,2,209,2,1040,20006,305,Bed,2.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,98.0,28.0,1000.0,0.0,both,1,1
2,2,209,2,1040,20006,306,Mat,7.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,98.0,2.0,200.0,0.0,both,1,1
2,2,209,2,1040,20006,322,Radio,2.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,1.0,4.0,300.0,0.0,both,1,1
2,2,209,2,1040,20009,306,Mat,4.0,0,2.0,2.0,209.0,2.0,1040.0,1.0,2.0,4.0,500.0,0.0,both,1,1
2,2,209,2,1040,20010,306,Mat,2.0,0,,,,,,,,,,,left_only,1,1
2,2,221,2,18,20011,302,Furniture (chairs),2.0,0,2.0,2.0,221.0,2.0,18.0,1.0,2.0,13.0,2000.0,0.0,both,1,1
2,2,221,2,18,20011,306,Mat,2.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,4.0,200.0,0.0,both,1,1
2,2,221,2,18,20012,304,Mattress,8.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,15.0,25000.0,0.0,both,1,1
2,2,221,2,18,20012,306,Mat,10.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,8.0,1500.0,0.0,both,1,1
2,2,221,2,18,20013,306,Mat,5.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,12.0,300.0,0.0,both,1,1
2,2,221,2,18,20013,323,Cassette recorder,2.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,3.0,1000.0,0.0,both,1,1
2,2,221,2,18,20014,304,Mattress,3.0,0,2.0,2.0,221.0,2.0,18.0,1.0,3.0,1.0,400.0,0.0,both,2,1
2,2,221,2,18,20014,304,Mattress,3.0,0,2.0,2.0,221.0,2.0,18.0,2.0,1.0,5.0,8000.0,0.0,both,2,1
2,2,221,2,18,20014,305,Bed,4.0,0,2.0,2.0,221.0,2.0,18.0,1.0,3.0,10.0,1500.0,0.0,both,2,1
2,2,221,2,18,20014,305,Bed,4.0,0,2.0,2.0,221.0,2.0,18.0,2.0,2.0,7.0,1500.0,0.0,both,2,1
2,2,221,2,18,20014,306,Mat,5.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,2.0,200.0,0.0,both,1,1
2,2,221,2,18,20014,317,Bicycle,3.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,2.0,3000.0,0.0,both,1,1
2,2,221,2,18,20015,306,Mat,5.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,2.0,2000.0,0.0,both,1,1
2,2,221,2,18,20015,331,Musical Instrument,2.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,2.0,9000.0,0.0,both,1,1
2,2,221,2,18,20016,306,Mat,5.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,3.0,1200.0,0.0,both,1,1
2,2,221,2,18,20017,306,Mat,5.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,3.0,300.0,0.0,both,1,1
2,2,221,2,18,20018,305,Bed,3.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,6.0,7000.0,0.0,both,1,1
2,2,221,2,18,20018,306,Mat,5.0,0,2.0,2.0,221.0,2.0,18.0,1.0,1.0,4.0,500.0,0.0,both,1,1
2,2,221,2,18,20020,302,Furniture (chairs),4.0,0,2.0,2.0,221.0,2.0,18.0,1.0,98.0,4.0,400.0,0.0,both,1,1
2,2,221,2,18,20020,304,Mattress,9.0,0,2.0,2.0,221.0,2.0,18.0,1.0,7.0,8.0,7000.0,0.0,both,3,1
2,2,221,2,18,20020,304,Mattress,9.0,0,2.0,2.0,221.0,2.0,18.0,2.0,2.0,12.0,3000.0,0.0,both,3,1
2,2,221,2,18,20020,304,Mattress,9.0,0,2.0,2.0,221.0,2.0,18.0,3.0,98.0,6.0,1200.0,0.0,both,3,1
2,2,221,2,18,20020,305,Bed,8.0,0,2.0,2.0,221.0,2.0,18.0,1.0,7.0,8.0,10000.0,0.0,both,3,1
2,2,221,2,18,20020,305,Bed,8.0,0,2.0,2.0,221.0,2.0,18.0,2.0,2.0,12.0,16000.0,0.0,both,3,1
2,2,221,2,18,20020,305,Bed,8.0,0,2.0,2.0,221.0,2.0,18.0,3.0,98.0,6.0,3000.0,0.0,both,3,1
2,2,221,2,18,20020,306,Mat,8.0,0,,,,,,,,,,,left_only,1,1
2,2,221,2,18,20020,322,Radio,4.0,0,2.0,2.0,221.0,2.0,18.0,1.0,98.0,4.0,500.0,0.0,both,1,1
2,2,221,2,18,20020,326,Iron,2.0,0,2.0,2.0,221.0,2.0,18.0,1.0,98.0,8.0,300.0,0.0,both,1,1
2,2,201,2,60,20021,326,Iron,2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20021,327,TV Set,2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20021,328,Computer,2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20021,329,DVD Player,2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20021,330,Satellite Dish,2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20021,331,Musical Instrument,2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20021,332,Mobile Phone,2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20021,333,Inverter,2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20021,334,Others (Specify),2.0,0,,,,,,,,,,,left_only,1,1
2,2,201,2,60,20025,304,Mattress,6.0,0,2.0,2.0,201.0,2.0,60.0,1.0,1.0,7.0,15000.0,0.0,both,2,1
2,2,201,2,60,20025,304,Mattress,6.0,0,2.0,2.0,201.0,2.0,60.0,2.0,2.0,7.0,15000.0,0.0,both,2,1
2,2,201,2,60,20025,305,Bed,6.0,0,2.0,2.0,201.0,2.0,60.0,1.0,1.0,7.0,20000.0,0.0,both,2,1
2,2,201,2,60,20025,305,Bed,6.0,0,2.0,2.0,201.0,2.0,60.0,2.0,2.0,7.0,20000.0,0.0,both,2,1
2,2,201,2,60,20025,306,Mat,4.0,0,2.0,2.0,201.0,2.0,60.0,1.0,4.0,2.0,800.0,0.0,both,2,1
2,2,201,2,60,20025,306,Mat,4.0,0,2.0,2.0,201.0,2.0,60.0,2.0,2.0,1.0,300.0,0.0,both,2,1
2,2,201,2,60,20025,332,Mobile Phone,4.0,0,2.0,2.0,201.0,2.0,60.0,1.0,1.0,2.0,4000.0,0.0,both,2,1
2,2,201,2,60,20025,332,Mobile Phone,4.0,0,2.0,2.0,201.0,2.0,60.0,2.0,11.0,1.0,8000.0,0.0,both,2,1
2,2,201,2,60,20028,305,Bed,3.0,0,2.0,2.0,201.0,2.0,60.0,1.0,98.0,12.0,1500.0,0.0,both,1,1
2,2,201,2,60,20028,306,Mat,3.0,0,2.0,2.0,201.0,2.0,60.0,1.0,98.0,2.0,300.0,0.0,both,1,1
2,2,201,2,60,20030,304,Mattress,4.0,0,2.0,2.0,201.0,2.0,60.0,1.0,1.0,10.0,10000.0,0.0,both,1,1
2,2,201,2,60,20030,305,Bed,4.0,0,2.0,2.0,201.0,2.0,60.0,1.0,1.0,10.0,5000.0,0.0,both,1,1
2,2,201,2,60,20030,332,Mobile Phone,3.0,0,,,,,,,,,,,left_only,1,1
2,2,216,2,200,20034,306,Mat,4.0,0,2.0,2.0,216.0,2.0,200.0,1.0,98.0,1.0,600.0,0.0,both,2,1
2,2,216,2,200,20034,306,Mat,4.0,0,2.0,2.0,216.0,2.0,200.0,2.0,98.0,2.0,1000.0,0.0,both,2,1
2,2,216,2,200,20035,302,Furniture (chairs),2.0,0,2.0,2.0,216.0,2.0,200.0,1.0,1.0,3.0,2000.0,0.0,both,1,1
2,2,216,2,200,20035,306,Mat,2.0,0,,,,,,,,,,,left_only,1,1
2,2,216,2,200,20036,306,Mat,4.0,0,2.0,2.0,216.0,2.0,200.0,1.0,1.0,2.0,500.0,0.0,both,1,1
2,2,216,2,200,20037,306,Mat,2.0,0,2.0,2.0,216.0,2.0,200.0,1.0,2.0,3.0,300.0,0.0,both,1,1
2,2,203,2,1224,20041,304,Mattress,3.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,98.0,3.0,500.0,0.0,both,1,1
2,2,203,2,1224,20041,306,Mat,9.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,98.0,1.0,200.0,0.0,both,1,1
2,2,203,2,1224,20042,306,Mat,4.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,1.0,4.0,200.0,0.0,both,2,1
2,2,203,2,1224,20042,306,Mat,4.0,0,2.0,2.0,203.0,2.0,1224.0,2.0,1.0,4.0,1300.0,0.0,both,2,1
2,2,203,2,1224,20044,306,Mat,7.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,1.0,,,0.0,both,1,1
2,2,203,2,1224,20045,302,Furniture (chairs),2.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,1.0,2.0,1500.0,0.0,both,1,1
2,2,203,2,1224,20045,306,Mat,5.0,0,,,,,,,,,,,left_only,1,1
2,2,203,2,1224,20046,306,Mat,4.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,1.0,4.0,800.0,0.0,both,1,1
2,2,203,2,1224,20047,302,Furniture (chairs),7.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,1.0,9.0,15000.0,0.0,both,1,1
2,2,203,2,1224,20047,306,Mat,5.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,1.0,6.0,2000.0,0.0,both,1,1
2,2,203,2,1224,20048,306,Mat,6.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,98.0,3.0,100.0,0.0,both,1,1
2,2,203,2,1224,20049,305,Bed,4.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,3.0,2.0,1500.0,0.0,both,3,1
2,2,203,2,1224,20049,305,Bed,4.0,0,2.0,2.0,203.0,2.0,1224.0,2.0,2.0,6.0,1000.0,0.0,both,3,1
2,2,203,2,1224,20049,305,Bed,4.0,0,2.0,2.0,203.0,2.0,1224.0,3.0,12.0,8.0,1000.0,0.0,both,3,1
2,2,203,2,1224,20049,306,Mat,12.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,15.0,2.0,200.0,0.0,both,1,1
2,2,203,2,1224,20049,322,Radio,2.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,15.0,1.0,200.0,0.0,both,1,1
2,2,203,2,1224,20050,306,Mat,4.0,0,2.0,2.0,203.0,2.0,1224.0,1.0,1.0,3.0,2500.0,0.0,both,1,1
2,2,212,2,956,20051,305,Bed,7.0,0,2.0,2.0,212.0,2.0,956.0,1.0,1.0,12.0,3000.0,0.0,both,4,1
2,2,212,2,956,20051,305,Bed,7.0,0,2.0,2.0,212.0,2.0,956.0,2.0,9.0,18.0,3000.0,0.0,both,4,1
2,2,212,2,956,20051,305,Bed,7.0,0,2.0,2.0,212.0,2.0,956.0,3.0,1.0,24.0,5000.0,0.0,both,4,1
